('0', 'null'),
('1246', 'null'),
('1247', 'null'),
('1248', 'null'),
('1249', 'null'),
('1250', 'null'),
('1251', 'null'),
('1252', 'null'),
('1253', 'null'),
('1254', 'null'),
('1255', 'null'),
('1256', 'null'),
('1257', 'null'),
('1258', 'null'),
('1259', 'null'),
('1260', 'null'),
('1261', 'null'),
('1262', 'null'),
('1263', 'null'),
('1264', 'null'),
('1265', 'null'),
('1266', 'null'),
('1267', 'null'),
('1268', 'null'),
('1269', 'null'),
('1270', 'null'),
('1271', 'null'),
('1272', 'null'),
('1273', 'null'),
('1274', 'null'),
('1275', 'null'),
('1276', 'Tree'),
('1277', 'Tree'),
('1278', 'Tree'),
('1279', 'Tree'),
('1280', 'Tree'),
('1281', 'Oak'),
('1282', 'Dead tree'),
('1283', 'Dead tree'),
('1284', 'Dead tree'),
('1285', 'Dead tree'),
('1286', 'Dead tree'),
('1287', 'Dead tree'),
('1288', 'Dead tree'),
('1289', 'Dead tree'),
('1290', 'Dead tree'),
('1291', 'Dead tree'),
('1292', 'Dramen tree'),
('1293', 'Spirit tree'),
('1294', 'Spirit tree'),
('1295', 'Spirit tree'),
('1296', 'Fallen tree'),
('1297', 'Fallen tree'),
('1298', 'Fern'),
('1299', 'Fern'),
('1300', 'Fern'),
('1301', 'Tree'),
('1302', 'Leafy tree'),
('1303', 'Tree'),
('1304', 'Tree'),
('1305', 'Tree'),
('1306', 'Magic tree'),
('1307', 'Maple tree'),
('1308', 'Willow'),
('1309', 'Yew'),
('1310', 'Tree'),
('1311', 'Palm'),
('1312', 'Palm'),
('1313', 'Plant'),
('1314', 'Plant'),
('1315', 'Evergreen'),
('1316', 'Evergreen'),
('1317', 'Spirit tree'),
('1318', 'Evergreen'),
('1319', 'Evergreen'),
('1320', 'Mossy branch'),
('1321', 'Mossy branch'),
('1322', 'Hollow tree'),
('1323', 'Roots'),
('1324', 'Roots'),
('1325', 'Roots'),
('1326', 'Tropical tree'),
('1327', 'Tropical tree'),
('1328', 'Tropical tree'),
('1329', 'Tropical leaves'),
('1330', 'Tree'),
('1331', 'Tree'),
('1332', 'Tree'),
('1333', 'Dead tree'),
('1334', 'Hollow log'),
('1335', 'Hollow log'),
('1336', 'Hollow log'),
('1337', 'Hollow log'),
('1338', 'Hollow log'),
('1339', 'Roots'),
('1340', 'Roots'),
('1341', 'Tree stump'),
('1342', 'Tree stump'),
('1343', 'Tree stump'),
('1344', 'Tree stump'),
('1345', 'Tree stump'),
('1346', 'Tree stump'),
('1347', 'Tree stump'),
('1348', 'Tree stump'),
('1349', 'Tree stump'),
('1350', 'Tree stump'),
('1351', 'Tree stump'),
('1352', 'Tree stump'),
('1353', 'Tree stump'),
('1354', 'Tree stump'),
('1355', 'Tree stump'),
('1356', 'Tree stump'),
('1357', 'Tree stump'),
('1358', 'Tree stump'),
('1359', 'Tree stump'),
('1360', 'Tropical tree'),
('1361', 'Tropical tree'),
('1362', 'Tropical tree'),
('1363', 'Roots'),
('1364', 'Roots'),
('1365', 'Dead tree'),
('1366', 'Roots'),
('1367', 'Roots'),
('1368', 'Roots'),
('1369', 'Plant'),
('1370', 'Hollow log'),
('1371', 'Tropical tree'),
('1372', 'Tropical tree'),
('1373', 'Tropical tree'),
('1374', 'Tropical tree'),
('1375', 'Tropical tree'),
('1376', 'Tropical tree'),
('1377', 'Tropical tree'),
('1378', 'Hollow log'),
('1379', 'Hollow log'),
('1380', 'Roots'),
('1381', 'Roots'),
('1382', 'Roots'),
('1383', 'Dead tree'),
('1384', 'Dead tree'),
('1385', 'null'),
('1386', 'Roots'),
('1387', 'Roots'),
('1388', 'Roots'),
('1389', 'Roots'),
('1390', 'Jungle plant'),
('1391', 'Plant'),
('1392', 'Plant'),
('1393', 'Plant'),
('1394', 'Plant'),
('1395', 'Fly trap'),
('1396', 'Cactus'),
('1397', 'Cactus'),
('1398', 'Jungle plant'),
('1399', 'Jungle plant'),
('1400', 'Jungle plant'),
('1401', 'Jungle plant'),
('1402', 'Jungle plant'),
('1403', 'Cactus'),
('1404', 'Cactus'),
('1405', 'Cactus'),
('1406', 'Cactus'),
('1407', 'Whipping Plant'),
('1408', 'Pineapple Plant'),
('1409', 'Pineapple Plant'),
('1410', 'Pineapple Plant'),
('1411', 'Pineapple Plant'),
('1412', 'Pineapple Plant'),
('1413', 'Pineapple Plant'),
('1414', 'null'),
('1415', 'null'),
('1416', 'null'),
('1417', 'null'),
('1418', 'null'),
('1419', 'null'),
('1420', 'null'),
('1421', 'null'),
('1422', 'null'),
('1423', 'null'),
('1424', 'null'),
('1425', 'null'),
('1426', 'null'),
('1427', 'null'),
('1428', 'null'),
('1429', 'null'),
('1430', 'null'),
('1431', 'null'),
('1432', 'null'),
('1433', 'null'),
('1434', 'null'),
('1435', 'null'),
('1436', 'null'),
('1437', 'null'),
('1438', 'null'),
('1439', 'null'),
('1440', 'null'),
('1441', 'null'),
('1442', 'null'),
('1443', 'null'),
('1444', 'null'),
('1445', 'null'),
('1446', 'null'),
('1447', 'null'),
('1448', 'null'),
('1449', 'null'),
('1450', 'null'),
('1451', 'null'),
('1452', 'null'),
('1453', 'null'),
('1454', 'null'),
('1455', 'null'),
('1456', 'null'),
('1457', 'null'),
('1458', 'null'),
('1459', 'null'),
('1460', 'null'),
('1461', 'null'),
('1462', 'null'),
('1463', 'null'),
('1464', 'null'),
('1465', 'null'),
('1466', 'null'),
('1467', 'null'),
('1468', 'null'),
('1469', 'null'),
('1470', 'null'),
('1471', 'null'),
('1472', 'null'),
('1473', 'null'),
('1474', 'null'),
('1475', 'null'),
('1476', 'null'),
('1477', 'null'),
('1478', 'null'),
('1479', 'null'),
('1480', 'null'),
('1481', 'null'),
('1482', 'null'),
('1483', 'null'),
('1484', 'null'),
('1485', 'null'),
('1486', 'null'),
('1487', 'null'),
('1488', 'null'),
('1489', 'null'),
('1490', 'null'),
('1491', 'null'),
('1492', 'null'),
('1493', 'null'),
('1494', 'null'),
('1495', 'null'),
('1496', 'null'),
('1497', 'null'),
('1498', 'null'),
('1499', 'null'),
('1500', 'null'),
('1501', 'null'),
('1502', 'null'),
('1503', 'null'),
('1504', 'Door'),
('1505', 'Door'),
('1506', 'Large door'),
('1507', 'Large door'),
('1508', 'Large door'),
('1509', 'null'),
('1510', 'null'),
('1511', 'Large door'),
('1512', 'Large door'),
('1513', 'Large door'),
('1514', 'Large door'),
('1515', 'Large door'),
('1516', 'Large door'),
('1517', 'Large door'),
('1518', 'null'),
('1519', 'Large door'),
('1520', 'Large door'),
('1521', 'null'),
('1522', 'null'),
('1523', 'null'),
('1524', 'null'),
('1525', 'null'),
('1526', 'Curtain'),
('1527', 'null'),
('1528', 'Curtain'),
('1529', 'Curtain'),
('1530', 'Door'),
('1531', 'Door'),
('1532', 'null'),
('1533', 'Door'),
('1534', 'Door'),
('1535', 'null'),
('1536', 'Door'),
('1537', 'Door'),
('1538', 'null'),
('1539', 'Door'),
('1540', 'Door'),
('1541', 'null'),
('1542', 'Door'),
('1543', 'Door'),
('1544', 'Door'),
('1545', 'Door'),
('1546', 'null'),
('1547', 'null'),
('1548', 'null'),
('1549', 'null'),
('1550', 'null'),
('1551', 'Gate'),
('1552', 'Gate'),
('1553', 'Gate'),
('1554', 'null'),
('1555', 'null'),
('1556', 'Gate'),
('1557', 'Gate'),
('1558', 'Gate'),
('1559', 'Gate'),
('1560', 'Gate'),
('1561', 'Gate'),
('1562', 'null'),
('1563', 'null'),
('1564', 'null'),
('1565', 'null'),
('1566', 'null'),
('1567', 'null'),
('1568', 'Trapdoor'),
('1569', 'Trapdoor'),
('1570', 'Trapdoor'),
('1571', 'Trapdoor'),
('1572', 'Boarded-up door'),
('1573', 'Doors'),
('1574', 'Doors'),
('1575', 'Doors'),
('1576', 'Doors'),
('1577', 'Doorway'),
('1578', 'Doorway'),
('1579', 'Doorway'),
('1580', 'Doorway'),
('1581', 'Doorway'),
('1582', 'null'),
('1583', 'Wall'),
('1584', 'Wall'),
('1585', 'null'),
('1586', 'Wall'),
('1587', 'Wall'),
('1588', 'null'),
('1589', 'Gate'),
('1590', 'Gate'),
('1591', 'Door'),
('1592', 'Odd looking wall'),
('1593', 'null'),
('1594', 'Dungeon door'),
('1595', 'Door'),
('1596', 'Gate'),
('1597', 'Gate'),
('1598', 'Gate'),
('1599', 'Gate'),
('1600', 'Magic guild door'),
('1601', 'Magic guild door'),
('1602', 'null'),
('1603', 'null'),
('1604', 'null'),
('1605', 'null'),
('1606', 'null'),
('1607', 'null'),
('1608', 'null'),
('1609', 'Scaffold'),
('1610', 'Scaffold'),
('1611', 'Scaffold'),
('1612', 'Scaffold'),
('1613', 'Timber'),
('1614', 'Timber'),
('1615', 'null'),
('1616', 'null'),
('1617', 'null'),
('1618', 'null'),
('1619', 'null'),
('1620', 'null'),
('1621', 'null'),
('1622', 'null'),
('1623', 'null'),
('1624', 'null'),
('1625', 'null'),
('1626', 'null'),
('1627', 'null'),
('1628', 'null'),
('1629', 'null'),
('1630', 'null'),
('1631', 'null'),
('1632', 'null'),
('1633', 'null'),
('1634', 'null'),
('1635', 'null'),
('1636', 'null'),
('1637', 'null'),
('1638', 'null'),
('1639', 'null'),
('1640', 'null'),
('1641', 'null'),
('1642', 'null'),
('1643', 'null'),
('1644', 'null'),
('1645', 'null'),
('1646', 'null'),
('1647', 'null'),
('1648', 'null'),
('1649', 'null'),
('1650', 'null'),
('1651', 'null'),
('1652', 'null'),
('1653', 'null'),
('1654', 'null'),
('1655', 'null'),
('1656', 'null'),
('1657', 'null'),
('1658', 'null'),
('1659', 'null'),
('1660', 'null'),
('1661', 'Bricks'),
('1662', 'Bricks'),
('1663', 'Bricks'),
('1664', 'null'),
('1665', 'null'),
('1666', 'null'),
('1667', 'null'),
('1668', 'null'),
('1669', 'null'),
('1670', 'null'),
('1671', 'null'),
('1672', 'null'),
('1673', 'null'),
('1674', 'null'),
('1675', 'null'),
('1676', 'null'),
('1677', 'null'),
('1678', 'null'),
('1679', 'null'),
('1680', 'null'),
('1681', 'null'),
('1682', 'null'),
('1683', 'null'),
('1684', 'null'),
('1685', 'null'),
('1686', 'null'),
('1687', 'null'),
('1688', 'null'),
('1689', 'null'),
('1690', 'null'),
('1691', 'null'),
('1692', 'null'),
('1693', 'null'),
('1694', 'null'),
('1695', 'null'),
('1696', 'null'),
('1697', 'null'),
('1698', 'null'),
('1699', 'null'),
('1700', 'null'),
('1701', 'null'),
('1702', 'null'),
('1703', 'null'),
('1704', 'null'),
('1705', 'null'),
('1706', 'null'),
('1707', 'null'),
('1708', 'null'),
('1709', 'null'),
('1710', 'null'),
('1711', 'null'),
('1712', 'null'),
('1713', 'null'),
('1714', 'null'),
('1715', 'null'),
('1716', 'null'),
('1717', 'null'),
('1718', 'null'),
('1719', 'null'),
('1720', 'null'),
('1721', 'null'),
('1722', 'Staircase'),
('1723', 'Staircase'),
('1724', 'Staircase'),
('1725', 'Staircase'),
('1726', 'Staircase'),
('1727', 'Staircase'),
('1728', 'Staircase'),
('1729', 'Staircase'),
('1730', 'Staircase'),
('1731', 'Staircase'),
('1732', 'Staircase'),
('1733', 'Staircase'),
('1734', 'Staircase'),
('1735', 'Staircase'),
('1736', 'Staircase'),
('1737', 'Staircase'),
('1738', 'Staircase'),
('1739', 'Staircase'),
('1740', 'Staircase'),
('1741', 'Staircase'),
('1742', 'Staircase'),
('1743', 'Staircase'),
('1744', 'Staircase'),
('1745', 'Staircase'),
('1746', 'Ladder'),
('1747', 'Ladder'),
('1748', 'Ladder'),
('1749', 'Ladder'),
('1750', 'Ladder'),
('1751', 'Ladder'),
('1752', 'Ladder'),
('1753', 'Ladder'),
('1754', 'Ladder'),
('1755', 'Ladder'),
('1756', 'Ladder'),
('1757', 'Ladder'),
('1758', 'Ladder'),
('1759', 'Ladder'),
('1760', 'Stepladder'),
('1761', 'Steps'),
('1762', 'Climbing rope'),
('1763', 'Climbing rope'),
('1764', 'Climbing rope'),
('1765', 'Ladder'),
('1766', 'Ladder'),
('1767', 'Ladder'),
('1768', 'Ladder'),
('1769', 'null'),
('1770', 'null'),
('1771', 'null'),
('1772', 'null'),
('1773', 'null'),
('1774', 'null'),
('1775', 'null'),
('1776', 'null'),
('1777', 'null'),
('1778', 'Millstones'),
('1779', 'Sails'),
('1780', 'Sails'),
('1781', 'null'),
('1782', 'Flour bin'),
('1783', 'null'),
('1784', 'null'),
('1785', 'null'),
('1786', 'null'),
('1787', 'null'),
('1788', 'null'),
('1789', 'null'),
('1790', 'null'),
('1791', 'null'),
('1792', 'null'),
('1793', 'null'),
('1794', 'null'),
('1795', 'null'),
('1796', 'null'),
('1797', 'Waterfall rocks'),
('1798', 'null'),
('1799', 'null'),
('1800', 'null'),
('1801', 'null'),
('1802', 'null'),
('1803', 'null'),
('1804', 'Door'),
('1805', 'Door'),
('1806', 'null'),
('1807', 'null'),
('1808', 'null'),
('1809', 'null'),
('1810', 'Web'),
('1811', 'Sliced web'),
('1812', 'Portal'),
('1813', 'Stone stand'),
('1814', 'Lever'),
('1815', 'Lever'),
('1816', 'Lever'),
('1817', 'Lever'),
('1818', 'null'),
('1819', 'null'),
('1820', 'null'),
('1821', 'null'),
('1822', 'null'),
('1823', 'null'),
('1824', 'null'),
('1825', 'null'),
('1826', 'null'),
('1827', 'null'),
('1828', 'null'),
('1829', 'null'),
('1830', 'null'),
('1831', 'null'),
('1832', 'null'),
('1833', 'null'),
('1834', 'null'),
('1835', 'null'),
('1836', 'null'),
('1837', 'null'),
('1838', 'null'),
('1839', 'null'),
('1840', 'null'),
('1841', 'null'),
('1842', 'null'),
('1843', 'null'),
('1844', 'null'),
('1845', 'null'),
('1846', 'null'),
('1847', 'null'),
('1848', 'null'),
('1849', 'null'),
('1850', 'null'),
('1851', 'null'),
('1852', 'Bay window'),
('1853', 'null'),
('1854', 'null'),
('1855', 'null'),
('1856', 'null'),
('1857', 'null'),
('1858', 'null'),
('1859', 'null'),
('1860', 'null'),
('1861', 'null'),
('1862', 'null'),
('1863', 'null'),
('1864', 'Timber defence'),
('1865', 'null'),
('1866', 'null'),
('1867', 'null'),
('1868', 'null'),
('1869', 'null'),
('1870', 'null'),
('1871', 'null'),
('1872', 'null'),
('1873', 'null'),
('1874', 'null'),
('1875', 'null'),
('1876', 'Altar slab'),
('1877', 'null'),
('1878', 'null'),
('1879', 'null'),
('1880', 'null'),
('1881', 'null'),
('1882', 'null'),
('1883', 'null'),
('1884', 'null'),
('1885', 'null'),
('1886', 'null'),
('1887', 'null'),
('1888', 'null'),
('1889', 'null'),
('1890', 'null'),
('1891', 'null'),
('1892', 'null'),
('1893', 'null'),
('1894', 'null'),
('1895', 'null'),
('1896', 'Throne'),
('1897', 'Candlestick holder'),
('1898', 'Chair'),
('1899', 'Chair'),
('1900', 'Suit of armour'),
('1901', 'Table'),
('1902', 'null'),
('1903', 'null'),
('1904', 'null'),
('1905', 'null'),
('1906', 'null'),
('1907', 'null'),
('1908', 'null'),
('1909', 'null'),
('1910', 'null'),
('1911', 'null'),
('1912', 'null'),
('1913', 'null'),
('1914', 'null'),
('1915', 'null'),
('1916', 'null'),
('1917', 'null'),
('1918', 'null'),
('1919', 'null'),
('1920', 'null'),
('1921', 'null'),
('1922', 'null'),
('1923', 'null'),
('1924', 'null'),
('1925', 'null'),
('1926', 'null'),
('1927', 'null'),
('1928', 'null'),
('1929', 'null'),
('1930', 'null'),
('1931', 'null'),
('1932', 'null'),
('1933', 'null'),
('1934', 'null'),
('1935', 'null'),
('1936', 'null'),
('1937', 'null'),
('1938', 'null'),
('1939', 'Tower'),
('1940', 'null'),
('1941', 'null'),
('1942', 'null'),
('1943', 'null'),
('1944', 'null'),
('1945', 'null'),
('1946', 'null'),
('1947', 'Crumbling wall'),
('1948', 'Crumbling wall'),
('1949', 'Bricks'),
('1950', 'Bricks'),
('1951', 'Bricks'),
('1952', 'null'),
('1953', 'null'),
('1954', 'null'),
('1955', 'null'),
('1956', 'null'),
('1957', 'null'),
('1958', 'null'),
('1959', 'null'),
('1960', 'null'),
('1961', 'null'),
('1962', 'null'),
('1963', 'null'),
('1964', 'null'),
('1965', 'null'),
('1966', 'null'),
('1967', 'Tree Door'),
('1968', 'Tree Door'),
('1969', 'null'),
('1970', 'null'),
('1971', 'null'),
('1972', 'null'),
('1973', 'null'),
('1974', 'null'),
('1975', 'null'),
('1976', 'null'),
('1977', 'null'),
('1978', 'null'),
('1979', 'null'),
('1980', 'null'),
('1981', 'null'),
('1982', 'null'),
('1983', 'null'),
('1984', 'null'),
('1985', 'Root'),
('1986', 'Root'),
('1987', 'Log raft'),
('1988', 'Broken log raft'),
('1989', 'Bookcase'),
('1990', 'Crate'),
('1991', 'Door'),
('1992', 'Glarial's tombstone'),
('1993', 'Glarial's tomb'),
('1994', 'Closed chest'),
('1995', 'Open chest'),
('1996', 'Rock'),
('1997', 'Rock'),
('1998', 'Rope'),
('1999', 'Crate'),
('2000', 'Door'),
('2001', 'null'),
('2002', 'Door'),
('2003', 'null'),
('2004', 'Pillar'),
('2005', 'Statue of Baxtorian'),
('2006', 'Statue of Glarial'),
('2007', 'null'),
('2008', 'null'),
('2009', 'null'),
('2010', 'Ledge'),
('2011', 'Ledge'),
('2012', 'Ledge'),
('2013', 'Vine'),
('2014', 'Chalice of Eternity'),
('2015', 'Chalice of Eternity'),
('2016', 'null'),
('2017', 'null'),
('2018', 'null'),
('2019', 'Whirlpool'),
('2020', 'Dead tree'),
('2021', 'null'),
('2022', 'Barrel'),
('2023', 'Achey Tree'),
('2024', 'Cauldron'),
('2025', 'Door'),
('2026', 'Fishing spot'),
('2027', 'null'),
('2028', 'Fishing spot'),
('2029', 'Fishing spot'),
('2030', 'Fishing spot'),
('2031', 'Fishing spot'),
('2032', 'Bedroom door'),
('2033', 'Bedroom door'),
('2034', 'Door'),
('2035', 'Door'),
('2036', 'Door'),
('2037', 'Door'),
('2038', 'Dummy'),
('2039', 'Gate'),
('2040', 'null'),
('2041', 'Gate'),
('2042', 'null'),
('2043', 'Cauldron'),
('2044', 'Trough'),
('2045', 'null'),
('2046', 'null'),
('2047', 'null'),
('2048', 'Door'),
('2049', 'Door'),
('2050', 'Gate'),
('2051', 'Gate'),
('2052', 'null'),
('2053', 'null'),
('2054', 'Door'),
('2055', 'null'),
('2056', 'Cupboard'),
('2057', 'Cupboard'),
('2058', 'Gate'),
('2059', 'null'),
('2060', 'Gate'),
('2061', 'null'),
('2062', 'Box'),
('2063', 'Box'),
('2064', 'Crate'),
('2065', 'Olaf's boat'),
('2066', 'null'),
('2067', 'Watchtower fence'),
('2068', 'Fence'),
('2069', 'Door'),
('2070', 'null'),
('2071', 'Crate'),
('2072', 'Crate'),
('2073', 'Banana Tree'),
('2074', 'Banana Tree'),
('2075', 'Banana Tree'),
('2076', 'Banana Tree'),
('2077', 'Banana Tree'),
('2078', 'Banana Tree'),
('2079', 'Chest'),
('2080', 'null'),
('2081', 'Gangplank'),
('2082', 'Gangplank'),
('2083', 'Gangplank'),
('2084', 'Gangplank'),
('2085', 'Gangplank'),
('2086', 'Gangplank'),
('2087', 'Gangplank'),
('2088', 'Gangplank'),
('2089', 'Rockery'),
('2090', 'Rocks'),
('2091', 'Rocks'),
('2092', 'Rocks'),
('2093', 'Rocks'),
('2094', 'Rocks'),
('2095', 'Rocks'),
('2096', 'Rocks'),
('2097', 'Rocks'),
('2098', 'Rocks'),
('2099', 'Rocks'),
('2100', 'Rocks'),
('2101', 'Rocks'),
('2102', 'Rocks'),
('2103', 'Rocks'),
('2104', 'Rocks'),
('2105', 'Rocks'),
('2106', 'Rocks'),
('2107', 'Rocks'),
('2108', 'Rocks'),
('2109', 'Rocks'),
('2110', 'Rocks'),
('2111', 'Rocks'),
('2112', 'Door'),
('2113', 'Ladder'),
('2114', 'Coal Truck'),
('2115', 'Gate'),
('2116', 'Gate'),
('2117', 'Old wall'),
('2118', 'Whirlpool'),
('2119', 'Rocks'),
('2120', 'Rocks'),
('2121', 'Rocks'),
('2122', 'Rocks'),
('2123', 'Rocks'),
('2124', 'Rocks'),
('2125', 'Rocks'),
('2126', 'Rocks'),
('2127', 'Rocks'),
('2128', 'Rocks'),
('2129', 'Rocks'),
('2130', 'Rocks'),
('2131', 'Rocks'),
('2132', 'Rocks'),
('2133', 'Rocks'),
('2134', 'Rocks'),
('2135', 'Rocks'),
('2136', 'Rocks'),
('2137', 'Rocks'),
('2138', 'Rocks'),
('2139', 'Rocks'),
('2140', 'Rocks'),
('2141', 'Chest'),
('2142', 'Cauldron of Thunder'),
('2143', 'Prison door'),
('2144', 'Prison door'),
('2145', 'Coffin'),
('2146', 'null'),
('2147', 'Ladder'),
('2148', 'Ladder'),
('2149', 'Obelisk'),
('2150', 'null'),
('2151', 'Obelisk of Water'),
('2152', 'Obelisk of Air'),
('2153', 'Obelisk of Fire'),
('2154', 'Gate'),
('2155', 'Gate'),
('2156', 'Magic Portal'),
('2157', 'Magic Portal'),
('2158', 'Magic Portal'),
('2159', 'Barrel'),
('2160', 'Barrel'),
('2161', 'Barrel'),
('2162', 'Trawler net'),
('2163', 'Trawler net'),
('2164', 'Trawler net'),
('2165', 'Trawler net'),
('2166', 'Trawler net'),
